depth,determines,smithian,tower	1	3	What determines the depth of the tower in the Smithian Fold Theory?
detect,ligo,quadrupole,radiation	0	2	Why does mass in quadrupole radiation result in waves that LIGO can detect?
fourth,generation,ordinary,theory	0	1	Why is a fourth generation of ordinary matter considered impossible within this theory?
electrical,resistance,superconductor,vanish	1	0	Why does electrical resistance vanish in a superconductor?
bound,lightest,neutral,sectors	0	1	Why are the two lightest neutral bound states of the new sectors considered dark matter?
codon,four,length,rather	0	1	Why is the codon length three rather than two or four?
arrow,dynamics,ensemble,statistical	1	0	Why is the arrow of time considered a property of the dynamics rather than a statistical ensemble?
allocated,borrow,function,keyword	1	0	What happens when a heap-allocated value is passed to a function without using the borrow keyword?
forbid,massless,neutrino,smithian	0	1	Why does the Smithian Fold Theory forbid a massless neutrino?
proofs,required,run,tools	0	1	What tools are required to run the proofs?
interior,modes,prime,sector	1	4	What are the interior standing modes of the prime-5 sector?
massless,mediator,reach,unbounded	1	0	Why is the reach of a massless mediator considered unbounded?
cancelled,electromagnetism,gravity,unable	0	1	Why is gravity unable to be cancelled out like electromagnetism?
conscious,determine,system,theory	0	1	How can one determine if a system is conscious according to this theory?
configuration,electron,smithium,valence	3	1	What is the electron configuration and valence of Smithium?
127,planck,proton,span	2	8	How closely does the forced span of 2^(127/2) match the measured ratio of the Planck mass to the proton mass?
gravitational,speed,theory,waves	0	1	What is the speed of gravitational waves according to this theory?
bath,empty,exist,instead	1	0	Why does matter exist instead of being an empty bath of light?
exist,many,predicted,smithions	0	1	How many Smithions are predicted to exist?
achieved,chess,compression,generator	0	1	What is the compression ratio achieved by the chess generator?
collapse,defines,ecosystem,undergoes	0	2	What defines the difference between an ecosystem that is stable and one that undergoes collapse?
determines,hayflick,limit,theory	1	0	What determines the Hayflick limit in this theory?
determine,engine,game,subtraction	0	2	How does the engine determine if a state in the subtraction game is lost?
coulomb,doubling,increasing,results	1	0	Why is it that in a Coulomb field, increasing the distance of the doubling results in less work?
majorana,mass,neutrino,passage	0	1	Why must the neutrino's mass be Majorana according to the passage?
characteristics,point,smithium,specific	0	1	What are the specific characteristics of the Smithium point?
confining,detected,signature,smithian	0	1	What would happen to the Smithian Fold Theory if a confining-sector signature were detected for a prime number greater than 7?
convention,files,naming,source	0	2	What is the naming convention for source files?
forbidden,scattering,superconductor,temperature	0	1	Why are individual scattering events forbidden in a superconductor below the critical temperature?
handed,smithian,theory,universe	0	2	Why is the universe considered left-handed according to the Smithian Fold Theory?
detected,nuclear,recoil,wimp	1	0	What would happen to the theory if a confirmed WIMP-style nuclear recoil were detected?
how,many,smithions,total	2	7	How many Smithions are there in total?
functions,parsing,rejected,static	0	1	What types of functions are rejected by the static gate during the parsing of proof code?
determines,folding,retrograde,win	1	0	What determines if a state is considered a win or a loss in the retrograde folding process?
cycle,descend,eventually,orbit	13	44	Why does every orbit eventually descend to the cycle 1 -> 4 -> 2 -> 1?
fitted,hidden,respond,uses	1	4	How does the theory respond to the claim that it uses a hidden fitted constant?
gap,mills,problem,yang	1	0	Why does the mass gap exist in the Yang–Mills problem within the fold?
prime,relation,role,sector	0	2	What role does the prime-5 sector play in relation to dark matter?
causes,collapse,ecosystem,theory	1	2	What causes an ecosystem to collapse according to this theory?
defines,eternal,orbit,smithian	1	0	What defines an eternal orbit in the Smithian Fold Theory?
lightest,many,particle,smithions	0	1	How many Smithions are there and what is their lightest particle?
masses,neutrino,predicted,total	1	0	What is the predicted total sum of neutrino masses according to the fold?
contain,model,parameters,standard	0	1	How many free parameters does the Standard Model contain?
difference,experience,information,processing	1	0	What is the difference between mere information processing and experience?
detecting,enforcement,errors,layers	0	1	What two independent enforcement layers are responsible for detecting use-after-move errors?
conjecture,describe,goldbach,smithian	3	11	How does the Smithian Fold Theory describe Goldbach's conjecture?
context,galaxy,rotation,significance	1	0	What is the significance of the number four in the context of galaxy rotation?
beta,conclude,decay,neutrinoless	0	1	Why does the theory conclude that neutrinoless double-beta decay must occur?
relic,smithian,thermal,timing	1	0	How does the timing of the abundance setting differ between the Smithian Fold Theory and the thermal-relic picture?
contraction,happens,odd,pair	2	8	What happens to every odd-even pair during a contraction in the fold?
cosmological,falsify,regarding,smithian	0	1	What would falsify the Smithian Fold Theory regarding the cosmological constant?
causality,does,ensure,regarding	0	2	What does T7 ensure regarding causality?
distinguishes,orbit,orbit,transient	0	1	What distinguishes an immortal orbit from a transient orbit?
geometry,metabolic,naive,scaling	1	0	Why is the metabolic scaling exponent three-quarters instead of the two-thirds predicted by naive geometry?
muon,tau,tau,versus	0	1	What is the predicted ratio between the rates of tau decaying to an electron versus tau decaying to a muon?
concept,mathematical,serves,unified	0	1	What mathematical concept or operation serves as the single basis for this unified theory?
fold,odd,smithian,theory	0	1	What is the effect of an odd-and-its-forced-even step on a number within the Smithian Fold Theory?
defines,fold,mass,physics	2	7	What defines the mass in the physics of the fold?
determines,neutrino,splittings,squared	1	0	What determines the ratio of the neutrino mass-squared splittings in this theory?
beta,decay,neutrinoless,occur	0	3	Why must neutrinoless double-beta decay occur according to this theory?
navier,problem,singularity,stokes	0	1	Why does the Navier-Stokes problem not result in a singularity within the fold?
development,fluid,prevent,singularity	1	0	Why does a fluid built on the fold prevent the development of a singularity?
cell,cell,immortal,mortal	1	4	What is the difference between a mortal cell and an immortal cell according to the fold?
faster,smithian,travel,violate	0	1	Why does the Smithian Fold Theory not violate the rule that no information can travel faster than light?
certified,contained,proofs,sftoe	0	1	How many certified proofs are contained within sftoe/proof.py?
distribution,exactly,exponent,why	0	1	Why is the exponent of the distribution exactly one?
neuron,push,spike,stronger	1	0	Why is it impossible for a neuron to produce a larger spike when given a stronger push?
applied,argue,author,numerology	0	1	Why does the author argue that numerology cannot be applied to this work?
d_down,d_up,respectively,values	0	3	What happens if the computed values for d_up or d_down do not equal 7 and 5 respectively?
navier,regularity,smithian,stokes	0	1	Why does the Navier-Stokes regularity problem not result in a blow-up within the Smithian Fold Theory?
decays,muon,predict,tau	2	1	How does the Smithian Fold Theory predict the ratio of lepton-flavour-violating tau decays between the electron and muon channels?
misnomer,term,theory,weak	2	8	Why is the term weak force considered a misnomer in this theory?
efficiency,transformer,twin,unisonai	1	0	How does the UnisonAI architecture compare to its trained transformer twin in terms of performance and efficiency?
determines,excitation,level,smithian	0	2	What determines the number of states found at each excitation level in the Smithian Fold Theory?
identity,location,smithium,specific	0	2	What is the specific location and identity of the Smithium point?
predict,riemann,zeros,zeta	1	0	Why does the theory predict that all zeros of the Riemann zeta function lie on the critical line?
conjectures,goldbach,reveal,twin	1	0	What does the fold reveal about the Goldbach and twin-prime conjectures?
collapse,defines,ecosystem,smithian	1	0	What defines ecosystem collapse within the Smithian Fold Theory?
derivation,requirement,specific,verifying	0	1	What is the specific requirement for verifying a claim during a derivation?
bands,formation,interference,pattern	0	2	How does the fold theory explain the formation of dark bands in the interference pattern?
chess,proven,regarding,theorems	0	1	What are the first proven theorems regarding chess?
compiler,inference,methods,type	1	0	What methods are used for type inference in the compiler?
critical,hypothesis,located,riemann	2	0	Why is the critical line in the Riemann hypothesis located at the real part of one-half?
antipodal,context,involution,significance	0	2	What is the significance of the value one-half in the context of the antipodal involution?
construction,role,values,values	0	1	What role do measured values play in the construction of the values presented in this theory?
confining,excitation,gauge,massless	1	0	Why can there be no massless excitation in a confining gauge sector?
according,event,main,passage	2	7	What is the main event according to the passage?
significance,smithian,symmetry,theory	0	1	What is the significance of five-fold symmetry within the Smithian Fold Theory?
affect,codegen,handle,parser	1	0	How should one handle code changes that might affect the type system, parser, or codegen?
cancer,cell,divide,does	0	1	Why does a cancer cell divide without end?
access,attempting,channel,data	0	1	What error is produced when attempting to access data after it has been sent to a channel?
chess,exhaustive,exponential,solutions	0	2	Why do exhaustive solutions for games like chess hit an exponential wall?
family,formula,mass,ratio	1	0	What is the formula used for the mass-ratio family?
fold,sectors,smithian,theory	5	1	Why are there only four sectors in the Smithian Fold Theory?
hepta,penta,sectors,smithions	0	1	What are the specific mass-parts for the penta and hepta sectors of the Smithions?
brown,dwarfs,ignite,theory	1	0	Why do brown dwarfs never ignite according to the theory?
calibration,hubble,ratio,tension	0	1	What is the value of the calibration ratio used to address the Hubble tension?
climate,dangerous,particularly,tipping	0	1	What makes climate tipping points particularly dangerous?
determine,particles,random,smithian	0	1	Does the Smithian Fold Theory use random numbers to determine where particles land?
individual,particles,quarks,separate	1	0	Why is it impossible to separate quarks into individual particles?
elements,exist,maximum,theory	1	5	What is the maximum number of elements that can exist according to this theory?
compute,fully,pre,unable	0	2	Why can a fully determined self be unable to pre-compute its own next act?
138,element,exist,unable	1	0	Why is element 138 unable to exist according to this theory?
colour,constants,count,share	1	0	How many constants share the colour count three?
bases,codons,composed,instead	2	3	Why are codons composed of three bases instead of two or four?
architecture,checker,ernos,function	0	1	How does the type checker in the Ernos architecture function?
magnitude,realized,smithian,zero	1	0	What would happen to the Smithian Fold Theory if a true zero magnitude were ever realized?
optics,principle,underlying,unifies	0	2	What is the single underlying principle that unifies the various laws of optics according to this paper?
according,defines,self,theory	1	0	What defines a self according to this theory?
anomalous,electron,muon,probe	2	0	Why is the muon a more sensitive probe of anomalous physics than the electron?
calibration,expansion,rates,relate	0	1	What is the value of the calibration ratio used to relate the late and early expansion rates?
proofs,requirements,run,what	131	63	What are the requirements to run the proofs?
determined,mass,quark,theory	0	2	How is the mass-part of an up quark determined within this theory?
electroweak,higgs,predicted,vev	1	3	What is the predicted relationship between the Higgs mass and the electroweak VEV according to this theory?
larger,push,spike,stronger	0	3	Why does a stronger push not result in a larger spike?
computed,derivation,requirement,verify	0	1	How should one verify the computed value in a derivation requirement?
carriers,gauge,predicted,undiscovered	0	1	How many undiscovered gauge carriers are predicted to exist?
determined,electron,mass,theory	1	0	How is the mass-part of an electron determined in this theory?
mass,possible,smithion,values	0	1	What are the possible values for the Smithion mass-part?
ernosplain,float,int,types	0	2	What is the difference between the Int and Float types in ErnosPlain?
continuous,exist,parameters,smithian	0	1	How many free continuous parameters exist within the Smithian Fold Theory?
exist,gap,mills,yang	4	9	Why does the mass gap exist in the Yang–Mills theory according to this paper?
floored,gradients,lattice,velocities	2	1	Why do velocities, currents, and magnetic gradients stay finite on the floored lattice?
determine,engine,loss,win	0	1	How does the engine determine if a state is a win or a loss?
consistently,nuclear,recoil,searches	0	2	Why do nuclear-recoil searches for this dark matter consistently yield no results?
cell,differentiation,happens,reaches	0	1	What happens to a cell's division process when it reaches a fixed point during differentiation?
fourth,generation,theory,why	1	0	Why is there no fourth generation in this theory?
collapses,distinguishes,ecosystem,stable	3	6	What distinguishes a stable ecosystem from one that collapses?
alfvén,process,velocity,wave	1	0	What value does the Alfvén wave velocity state take in the fold process?
detection,particle,recoil,structurally	0	1	Why is the recoil cross-section of the dark particle structurally tiny in direct-detection experiments?
mathematical,prohibited,specific,values	3	6	What specific mathematical values are prohibited from being used in this theory?
considered,handed,theory,universe	1	0	Why is the universe considered left-handed according to the theory?
action,cannot,fire,potential	0	1	Why is it that an action potential cannot half-fire?
distributions,exist,size,typical	0	4	Why does a typical city size not exist in these distributions?
halves,planck,proton,ratio	1	0	Why is the Planck-to-proton mass ratio equal to 2 raised to the power of one hundred and twenty-seven halves?
beta,decay,neutrinoless,predict	1	0	Why does the theory predict that neutrinoless double-beta decay must occur?
accumulate,cancellation,gravity,unlike	0	1	Why is gravity able to accumulate without cancellation unlike other forces?
falsified,neutrino,smithian,specific	1	0	Under what specific condition would the Smithian Fold Theory be falsified regarding the neutrino mass sum?
amplitude,cycle,horizon,perturbed	0	2	How does the amplitude of the perturbed horizon change during each cycle?
arrow,create,does,fold	1	0	Why does the fold create an arrow of time?
flow,fluid,singularity,smithian	1	0	Why does the Smithian Fold Theory prevent the development of a singularity in fluid flow?
baryon,density,predicted,smithian	1	0	What is the predicted ratio of dark matter to baryon density according to the Smithian Fold Theory?
exist,fold,gap,mass	1	2	Why does a mass gap exist within the fold?
derive,experimental,inputs,specific	0	2	What specific inputs or experimental numbers are used to derive the value of the fine-structure constant in this paper?
u6c90f8db|are,how,you	0	1	How are you?
behave,hole,passage,ringdown	0	1	How does a black-hole ringdown behave according to the passage?
criterion,philosophical,turing,zombie	1	5	Why would a philosophical zombie fail the consciousness criterion even if it passes the Turing test?
charges,gravity,screened,unable	0	1	Why is gravity unable to be screened by opposite charges?
context,critical,significance,universality	1	4	What is the significance of universality in the context of critical points?
dirac,neutrino,particle,proven	0	1	What would happen to the Smithian Fold Theory if the neutrino were proven to be a Dirac particle?
according,discovered,particles,theory	0	1	How many particles are left to be discovered according to the theory?
claim,crystallography,periodic,symmetry	1	0	Why does crystallography claim that five-fold symmetry cannot be periodic?
conjecture,conjecture,goldbach,twin	4	3	What is the fundamental symmetry shared by both the Goldbach conjecture and the twin-prime conjecture according to this paper?
beta,exponents,falsifying,gamma	1	0	What specific values must the exponents beta, nu, gamma, and delta take to avoid falsifying the theory?
beta,neutrinoless,predict,smithian	1	4	Does the Smithian Fold Theory predict that neutrinoless double-beta decay will occur?
neutron,proton,smithium,specific	1	0	What are the specific proton and neutron numbers for the Smithium point?
anomalies,electron,muon,related	0	2	How are the electron and muon anomalies related within this theory?
correlation,faster,fold,travel	0	1	Does information travel faster than light during the fold's correlation?
causes,collapse,ecosystem,undergo	2	1	What causes an ecosystem to undergo collapse?
equal,happens,operation,value	0	1	What happens during a take operation if the first value is less than or equal to the second value?
126,element,significance,theory	0	2	What is the significance of element 126 according to this theory?
engine,fold,overfit,structurally	1	3	Why is it structurally impossible to overfit the fold engine?
baryon,dark,ratio,specifically	1	0	Why is the dark-to-baryon ratio specifically 5.4?
codegen,ownerstate,ownerstate,tracking	1	0	Which specific lines in src/codegen.rs are responsible for tracking OwnerState::Moved and OwnerState::Owned?
energy,exponent,spectrum,turbulence	0	2	Why does the fold force the energy-spectrum exponent in turbulence to be 5/3?
exhibit,resistance,superconducting,zero	0	1	Why does the superconducting state exhibit zero resistance?
calibration,determines,ratio,value	1	0	What determines the value of the calibration ratio?
autopsy,during,flight,happened	0	1	What happened during the morning autopsy of the first flight?
alpha,constants,hubble,ratio	0	1	How does the theory treat the second order in constants like 1/alpha or the Hubble ratio?
dominate,electromagnetism,gravity,scales	7	2	Why does gravity dominate over electromagnetism at large scales?
avoid,concept,fold,spooky	1	0	Why does the fold's reading avoid the concept of spooky action at a distance?
colours,forces,ladder,next	0	1	What are the next two forces in the ladder and how many colours do they have?
amplitude,flavour,relate,transition	0	1	How does the rate of a flavour-changing transition relate to its amplitude?
electroweak,higgs,relationship,vacuum	0	4	What is the relationship between the Higgs mass and the electroweak vacuum value in this theory?
configuration,electron,smithium,what	1	2	What is the electron configuration of Smithium?
defined,fold,smithian,theory	0	1	What is defined as a memory in the Smithian Fold Theory?
cycle,decay,determines,eternal	0	1	What determines whether a fold results in an eternal cycle or a decay?
arrow,described,dynamics,having	1	0	Why is the dynamics described as having an arrow of time?
charges,dimension,increase,separate	0	2	Why does the energy required to separate two charges in one dimension increase without bound?
derivation,happens,measured,primitive	3	7	What happens if a Measured value is passed to a derivation primitive?
acting,ambiguous,destructive,rewrite	0	1	What should be done if an instruction is ambiguous and acting on a guess might be destructive or rewrite the author's claims?
approximate,artin,constant,value	1	0	What is the approximate value of Artin's constant?
fringe,happens,occurs,optics	0	1	What happens to energy when a dark fringe occurs in wave optics?
masses,neutrino,predicted,sum	1	4	What is the predicted total sum of neutrino masses according to the fold?
did,image,say,what	1	0	What did the image say?
mathematical,operation,theory,used	0	1	What is the only mathematical operation used in this theory?
calibration,determines,ratio,specific	0	1	What determines the specific value of the calibration ratio?
balancing,baryon,ratio,specifically	0	1	Why is the dark-to-baryon ratio specifically 5.4 rather than a value that requires delicate balancing?
claims,how,paper,verify	1	0	How can one verify the claims made in this paper?
conjecture,numbers,regarding,symmetry	1	2	What does the conjecture claim regarding the symmetry of even numbers E greater than or equal to 4?
causal,randomness,smithian,uncaused	0	1	Does the Smithian Fold Theory allow for any form of randomness or uncaused causes in its causal chain?
colour,constants,generator,listed	2	1	How many of the listed constants share the colour count three generator?
prevent,proof,smithian,zero	1	0	How does the Smithian Fold Theory prevent a zero value from being used in a proof?
arrow,fold,fundamental,source	0	1	Why is the fold considered a fundamental source of the arrow of time?
antipodal,fixed,involution,remains	0	1	What is the value that remains fixed under the antipodal involution?
contingent,differentiates,necessary,structural	1	2	What differentiates a necessary structural number from a contingent one?
fold,fundamental,predict,theory	0	2	How many fundamental charge-forces does the fold theory predict?
chess,engine,positions,verified	2	0	How many positions are contained within the verified chess field used by the three-piece engine?
majorana,mass,neutrino,theory	0	5	Why must the neutrino have a Majorana mass according to this theory?
defines,fold,smithian,theory	0	1	What defines the self within the Smithian Fold Theory?
choice,feeling,imply,libertarian	0	3	Does the feeling of making a choice imply that libertarian free will is real?
annihilated,ensure,exists,smithian	1	0	Why does the Smithian Fold Theory ensure that matter exists rather than being completely annihilated?
disappear,electrical,resistance,superconductor	1	0	Why does electrical resistance disappear in a superconductor?
bulk,cancelled,gravity,unable	1	0	Why is gravity unable to be cancelled out in bulk matter?
detection,direct,experiments,failed	1	0	Why have direct-detection experiments failed to find any evidence of dark matter?
defines,domain,known,magnitude	1	0	What defines the domain of the magnitude known as ONE?
exponent,include,kolmogorov,spectrum	1	0	Why does the energy spectrum exponent in Kolmogorov's 5/3 law include an extra one?
define,doubly,nucleus,super	0	1	What are the specific properties that define the next doubly-magic super-heavy nucleus?
condition,determines,loss,nim	0	1	What condition determines if a position in Nim is a loss?
u6c90f8db|ascii,index,specific,string	0	1	How can I get the ASCII code of a character at a specific index in a string?
branching,cascade,ratio,spatial	0	2	Why is the branching ratio for the spatial cascade equal to 2/3?
angles,lepton,m31,mixing	5	12	What are the two large lepton mixing angles described in the M31 claim?
does,file,gate,sftoe	1	2	What does the file sftoe/gate.py do?
address,problem,require,solver	0	1	What three things does the solver require to address a problem?
falsified,framework,smithian,theory	3	0	What would cause the Smithian Fold Theory framework to be falsified?
claiming,evaluator,missing,rules	0	1	What should an evaluator do before claiming that there are no missing rules?
context,primes,smithian,twin	1	0	What is the significance of twin primes within the context of the Smithian Fold Theory?
causes,smithian,theory,uncertainty	1	2	What causes uncertainty within the Smithian Fold Theory?
colour,count,determined,theory	0	1	How is the colour count of 3 determined within the theory?
ep_gc_enabled,files,generated,setting	0	1	Why is the ep_gc_enabled setting changed to 0 in the generated C files?
axion,explain,theta,zero	1	0	Why is an axion not required to explain why theta is zero in this theory?
bindings,libraries,located,pre	1	0	Where are the pre-built bindings for popular C libraries located?
cycle,denominator,locking,undergo	0	1	How many steps does an even denominator 2ᵃ·(odd) undergo before locking into its eternal odd cycle?
distributions,exactly,exponent,why	0	1	Why is the exponent in these distributions exactly one?
impossible,mind,next,predict	0	2	Why is it impossible for a mind to predict its own next state?
detect,errors,handle,move	0	2	How does the system detect and handle use-after-move errors?
coupling,gap,relationship,yang	0	1	What is the relationship between the Yang-Mills mass gap and the strong coupling?
excitation,ladder,maximum,rungs	1	7	What is the maximum number of rungs any excitation ladder can possess?
chess,engine,generator,verified	0	1	How large is the field size used for the verified three-piece engine in the chess generator?
branching,cascade,energy,process	2	1	Why is the energy cascade considered a three-fold branching process?
collatz,happens,odd,process	0	1	What happens to every odd-even pair in the Collatz process according to the passage?
construction,data,ensure,experimental	0	1	How does the construction ensure that no experimental data was used to reach its result?
beta,exponents,gamma,values	0	2	What are the fold values for the exponents beta and gamma?
determines,fade,persist,theory	0	3	What determines whether a memory will persist or fade according to this theory?
conscious,criterion,determine,specific	0	1	What is the specific criterion used to determine if a system is conscious?
bigger,push,spike,stronger	1	0	Why can a stronger push not produce a bigger spike?
constant,cosmological,specific,theory	1	0	What is the specific value of the cosmological constant according to this theory?
confining,fifth,force,framework	0	1	Why is there no fifth confining force in this framework?
arguments,ernos,function,syntax	0	1	How are arguments separated in function calls within the Ernos syntax?
destination,fundamental,gap,proposed	1	0	What is the fundamental idea proposed by this paper to bridge the gap between the field and its destination?
derived,kolmogorov,law,theory	1	0	How is Kolmogorov's 5/3 law derived in this theory?
context,planetary,significance,spacing	0	1	What is the significance of the number two in the context of planetary spacing according to the passage?
distribution,exactly,exponent,measured	0	1	Why is the exponent of the distribution exactly one rather than a measured value like 1.04 or 0.97?
axion,particle,required,theory	0	3	Why is an axion particle not required in this theory?
definition,mass,physics,within	1	2	What is the definition of mass within the physics of the fold?
u6c90f8db|can,hear,know,saying	2	1	Can you hear me? Do you know what I am saying?
calculated,constant,electromagnetic,inverse	0	1	How is the inverse electromagnetic fine-structure constant calculated within this theory?
planck,proton,relate,span	1	0	How does the forced span relate to the ratio between the Planck mass and the proton mass?
determines,immortal,mortal,orbit	0	1	What determines whether an orbit is considered mortal or immortal?
core,paper,passage,proposal	0	1	According to the passage, what is the core proposal of this paper?
artifact,discriminators,internal,measurement	1	3	What are the four artifact-internal discriminators that exist for any post-measurement theory?
fourth,generation,particles,theory	1	3	Why does the theory state there is no fourth generation of particles?
finite,flow,magnetized,plasma	2	0	Why does the flow of a magnetized plasma not experience a finite-time blow-up?
137,continuing,eighth,predicted	0	1	Why does the periodic table end at element 137 instead of continuing to the predicted end of the eighth row?
determine,flavour,leptons,violating	1	0	How does the Smithian Fold Theory determine the rate of a flavour-violating transition between leptons?
avoid,falsification,reproduce,sequence	0	1	What are the specific magic numbers that the forced sequence must reproduce to avoid falsification?
falsified,fold,smithian,theory	1	0	How can the Smithian Fold Theory be falsified?
linearly,spin,squared,string	0	1	Why does the mass-squared of the string relate linearly to its spin?
u6c90f8db|favourite,mineral,what	0	1	What is my favourite mineral?
applied,happens,odd,rule	0	1	What happens to an odd number when the 3n + 1 rule is applied?
chemically,gases,inert,noble	1	0	Why are noble gases chemically inert?
branching,cascade,considered,process	6	86	Why is the energy cascade considered a three-fold branching process?
choices,determined,fully,universe	1	2	Why does a person feel like they are making choices if the universe is fully determined?
according,quasicrystal,theory,what	2	4	What is a quasicrystal according to the theory?
despite,lifetime,shrew,whale	0	1	How does the theory explain why a shrew's heart rate is much faster than a whale's despite both beating a similar total number of times in a lifetime?
difference,explain,measurements,universe	0	1	How does the Smithian Fold Theory explain the difference between early and late universe measurements?
engine,fitted,hardcoded,introduced	0	1	What happens if a fitted or hardcoded value is introduced into the engine?
detection,experiments,failing,particle	0	1	Why are direct-detection experiments failing to find the dark-matter particle?
alpha,describe,relationship,similar	1	0	How does the theory describe the relationship between alpha and its self-similar structure?
linearly,relate,spin,squared	0	1	Why does the mass-squared of the string relate linearly to its spin?
event,falsify,neutrino,regarding	0	1	What specific event would falsify the theory regarding neutrino nature?
context,quasicrystal,smithian,theory	1	0	What is a quasicrystal in the context of Smithian Fold Theory?
